station_number,latitude,longitude,county,locality,address,institution
197,44.006636816426855,23.008549628173064,JUDEŢUL DOLJ,BASARABI,"UAT: MUNICIPIUL CALAFAT, Localitate: BASARABI, Artera: Strada Calea Craiovei, Nr: 74 Etaj: Parter  Rampa: Da",Caminul Cultural Basarabi (din cadrul Casei de Cultura Calafat )
129,45.63768284267278,25.627398512789288,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Barbu Lăutaru, Nr: Nr. 10 Etaj: Etaj 1  Rampa: Nu",ŞCOALA GIMNAZIALĂ Nr. 1
68,45.634136639791784,25.605740107932967,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Bulevardul Valea Cetăţii (Bulevardul Răcădău), Nr: Nr. 24 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 25
9,46.754812599616116,23.54559303246811,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Poet Grigore Alexandrescu, Nr: 47 Etaj: Parter  Rampa: Da",Gradinita ”Dumbrava Minunată”
179,46.49653560851291,25.75364221728213,JUDEŢUL HARGHITA,MĂDĂRAŞ,"UAT: MĂDĂRAŞ, Localitate: MĂDĂRAŞ, Nr: 64 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”Kiss Ferenc”
532,44.32430210464,23.352841420444957,JUDEŢUL DOLJ,ŞTIUBEI,"UAT: VELA, Localitate: ŞTIUBEI Etaj: Parter  Rampa: Da",ŞCOALA CU CLASELE I-IV STIUBEI
99,47.94049563850861,26.407655955408206,JUDEŢUL BOTOŞANI,DOROHOI,"UAT: MUNICIPIUL DOROHOI, Localitate: DOROHOI, Artera: Bulevardul Victoriei, Nr: 112 Etaj: Parter  Rampa: Da",LICEUL ”REGINA MARIA” DOROHOI
144,46.24800691699216,26.761375099462892,JUDEŢUL BACĂU,ONEŞTI,"UAT: MUNICIPIUL ONEŞTI, Localitate: ONEŞTI, Artera: Strada Tineretului, Nr: 14 Etaj: Parter  Rampa: Da",Colegiul Naţional ”Grigore C.Moisil”
322,46.14234544019894,22.930003153178607,JUDEŢUL HUNEDOARA,MERIŞOR,"UAT: BUCUREŞCI, Localitate: MERIŞOR, Nr: 9 Etaj: Parter  Rampa: Da",Căminul Cultural Merişor
49,46.5319044976448,24.575608974716094,JUDEŢUL MUREŞ,TÂRGU MUREŞ,"UAT: MUNICIPIUL TÂRGU MUREŞ, Localitate: TÂRGU MUREŞ, Artera: Strada Cernavodă, Nr: 2 Etaj: Parter  Rampa: Da",Şcoala Gimnazială ”Romulus Guga”
369,46.0411988230061,25.278946092430715,JUDEŢUL BRAŞOV,HOMOROD,"UAT: HOMOROD, Localitate: HOMOROD, Nr: 403, Bl: - Etaj: Parter  Rampa: Nu",CAMIN CULTURAL HOMOROD
1,45.63047202303571,25.57296391416852,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Egalităţii, Nr: Nr. 27 Etaj: Parter  Rampa: Da",SEMINARUL TEOLOGIC LICEAL ORTODOX ”DUMITRU STĂNILOAIE”
342,45.1158785408215,21.64948888308806,JUDEŢUL CARAŞ-SEVERIN,TICVANIU MIC,"UAT: TICVANIU MARE, Localitate: TICVANIU MIC Etaj: Parter  Rampa: Da",Şcoala Primară Ticvaniu Mic
310,46.80433622976819,23.75402996597052,JUDEŢUL CLUJ,APAHIDA,"UAT: APAHIDA, Localitate: APAHIDA, Artera: Strada Libertăţii, Nr: 114 Etaj: Parter  Rampa: Da",SALA SPORT LICEU TEHNOLOGIC ”ŞTEFAN PASCU”
325,44.609685137946535,23.521196268876697,JUDEŢUL GORJ,FLOREŞTI,"UAT: ŢÂNŢĂRENI, Localitate: FLOREŞTI, Artera: Strada Mihai Eminescu, Nr: 79 Etaj: Parter  Rampa: Da",ȘCOALA PRIMARĂ FLOREȘTI NR. 2
338,44.93274218855891,25.106917428236024,JUDEŢUL ARGEŞ,FUREŞTI,"UAT: DOBREŞTI, Localitate: FUREŞTI Etaj: Parter  Rampa: Da",Şcoala Gen. I-IV Fureşti
9,46.18449643721105,21.324269580142886,JUDEŢUL ARAD,ARAD,"UAT: MUNICIPIUL ARAD, Localitate: ARAD, Artera: Bulevardul Revoluţiei (Bulevardul Republicii), Nr: 20/A Etaj: Parter  Rampa: Da",Colegiul de Arte „Sabin Drăgoi” Arad
74,45.63636579275592,25.61196939981221,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Jepilor, Nr: Nr. 1 Etaj: Etaj 1  Rampa: Nu",Școala Gimnazială nr. 4
489,45.648793999999974,22.18244300000004,JUDEŢUL TIMIŞ,NĂDRAG,"UAT: NĂDRAG, Localitate: NĂDRAG, Artera: Piaţa Parc, Nr: 13 Etaj: Parter  Rampa: Da",Primăria Comunei Nădrag
192,46.420901449645484,26.445503297054998,JUDEŢUL BACĂU,COMĂNEŞTI,"UAT: ORAŞ COMĂNEŞTI, Localitate: COMĂNEŞTI, Artera: Strada Republicii, Nr: 86 Etaj: Parter  Rampa: Da",Şcoala Ciprian Porumbescu
239,46.89397713360888,24.331738471837006,JUDEŢUL BISTRIŢA-NĂSĂUD,SÂNMIHAIU DE CÂMPIE,"UAT: SÂNMIHAIU DE CÂMPIE, Localitate: SÂNMIHAIU DE CÂMPIE, Nr: 43 Etaj: Parter  Rampa: Nu e cazul",CĂMINUL CULTURAL SÎNMIHAIU DE CÎMPIE
132,45.63160853920235,25.628145015485337,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Poienelor (Strada Poienilor), Nr: Nr. 5 Etaj: Parter  Rampa: Da",CENTRUL REGIONAL DE FORMARE PROFESIONALĂ BRAŞOV
163,45.44797674070433,28.03474188806273,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Bulevardul George Coşbuc, Nr: 225 Etaj: Parter  Rampa: Da",Liceul Tehnologic ”Carol I” (Liceul Tehnologic Căi Ferate - Grup Școlar Industrial Transporturi CF - Liceul CFR)
344,44.8112175013768,22.38745081153917,JUDEŢUL CARAŞ-SEVERIN,BÂRZA,"UAT: TOPLEŢ, Localitate: BÂRZA, Nr: 95 Etaj: Parter  Rampa: Nu e cazul",Şcoala Primară Bârza
227,43.81895999999998,28.57218999999997,JUDEŢUL CONSTANŢA,MANGALIA,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 42, Bl: Corp B Etaj: Parter  Rampa: Nu",Şcoala Gimnazială nr. 1
178,45.673158895429275,25.646669017753993,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Fundătura Hărmanului, Nr: Nr. 12 Etaj: Parter  Rampa: Da",COLEGIUL TEHNIC DE TRANSPORTURI
238,47.09764142634311,26.31053185860401,JUDEŢUL NEAMŢ,CRĂCĂOANI,"UAT: CRĂCĂOANI, Localitate: CRĂCĂOANI Etaj: Parter  Rampa: Da",Şcoala gimnazială ”Gheorghe Săvinescu”
323,46.15472820125562,22.921366910835516,JUDEŢUL HUNEDOARA,ROVINA,"UAT: BUCUREŞCI, Localitate: ROVINA, Nr: 19 Etaj: Parter  Rampa: Da",Căminul Cultural Rovina
220,45.741768456301585,27.482916519837083,JUDEŢUL GALAŢI,BARCEA,"UAT: BARCEA, Localitate: BARCEA, Artera: Strada Margaretelor, Nr: 430 Etaj: Parter  Rampa: Da",Grădinița cu program normal nr. 2 Barcea
921,44.4047281973076,26.093382081617595,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 5,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 5, Artera: Strada Pandele Roşca, Nr: 2-4 Etaj: Parter  Rampa: Da",ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”
314,46.764347999999984,23.718395000000037,JUDEŢUL CLUJ,DEZMIR,"UAT: APAHIDA, Localitate: DEZMIR, Artera: Strada Viilor, Nr: 2 Etaj: Parter  Rampa: Da",Căminul Cultural Dezmir
359,47.20072320391872,22.314901449855533,JUDEŢUL BIHOR,DERNA,"UAT: DERNA, Localitate: DERNA, Nr: 216 Etaj: Parter  Rampa: Da",PRIMĂRIA DERNA
328,44.81120048944029,23.286705963414594,JUDEŢUL GORJ,URDARI,"UAT: URDARI, Localitate: URDARI, Artera: Strada Principală, Nr: 34 Etaj: Parter  Rampa: Da",GRĂDINIŢA HOTĂROASA
86,46.78144066340288,24.699847433780587,JUDEŢUL MUREŞ,REGHIN,"UAT: MUNICIPIUL REGHIN, Localitate: REGHIN, Artera: Piaţa Petru Maior (Piaţa V. I. Lenin), Nr: 11 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEUŞIANU”
195,46.42162720391819,26.440880626790047,JUDEŢUL BACĂU,COMĂNEŞTI,"UAT: ORAŞ COMĂNEŞTI, Localitate: COMĂNEŞTI, Artera: Strada Republicii, Nr: 21 Etaj: Parter  Rampa: Da",Biblioteca oraşului Comănești
76,45.63636579275592,25.61196939981221,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Jepilor, Nr: Nr. 1 Etaj: Etaj 1  Rampa: Nu",Școala Gimnazială nr. 4
92,45.77909999999996,24.151899999999962,JUDEŢUL SIBIU,SIBIU,"UAT: MUNICIPIUL SIBIU, Localitate: SIBIU, Artera: Strada Nicolae Iorga (Strada Vasile Kolarov), Nr: 56 Etaj: Parter  Rampa: Da",Şcoala gimnazială Nicolae Iorga - corp nou
18,47.76724860517904,22.88333665153563,JUDEŢUL SATU MARE,SATU MARE,"UAT: MUNICIPIUL SATU MARE, Localitate: SATU MARE, Artera: Bulevardul Lucian Blaga (Bulevardul Uzinei), Nr: 121 Etaj: Parter  Rampa: Da",UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)
247,47.2585334003716,24.18140149597823,JUDEŢUL BISTRIŢA-NĂSĂUD,DUMBRĂVIŢA,"UAT: SPERMEZEU, Localitate: DUMBRĂVIŢA, Nr: 211 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”TEODOR COTUŢIU” DUMBRĂVIŢA
134,45.65494531756932,25.581276924706078,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Memorandumului, Nr: Nr. 39 Etaj: Parter  Rampa: Da",CANTINA STUDENŢEASCĂ
205,48.151686400000024,26.88505819999996,JUDEŢUL BOTOŞANI,GHIRENI,"UAT: COŢUŞCA, Localitate: GHIRENI, Artera: Strada Școlii, Nr: 2 Etaj: Parter  Rampa: Nu e cazul",ȘCOALA PRIMARĂ NR.2 GHIRENI
206,46.37673660060609,23.101700810648982,JUDEŢUL ALBA,BISTRA,"UAT: BISTRA, Localitate: BISTRA, Artera: Strada Ganea, Nr: 2 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA
2,44.94193961329136,26.02204805876668,JUDEŢUL PRAHOVA,PLOIEŞTI,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Slt. Erou Călin Cătălin (Strada Nadejda Krupskaia), Nr: 1 Etaj: Parter  Rampa: Nu",PALATUL CULTURII
1,45.431511054533836,28.053983830194657,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Vadul Sacalelor, Nr: 2 Etaj: Parter  Rampa: Da",Școala Gimnazială nr. 26 (Şcoala generală ”Ion Creangă” - Școala generală nr. 26)
94,45.77909999999996,24.151899999999962,JUDEŢUL SIBIU,SIBIU,"UAT: MUNICIPIUL SIBIU, Localitate: SIBIU, Artera: Strada Nicolae Iorga (Strada Vasile Kolarov), Nr: 56 Etaj: Parter  Rampa: Da",Şcoala gimnazială Nicolae Iorga - corp nou
56,44.13925738411894,28.62085574768472,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Şoseaua Mangaliei, Nr: 128 Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )
8,44.184216211018004,28.650773093481643,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Decebal, Nr: 15 Etaj: Parter  Rampa: Da",COLEGIUL COMERCIAL ”CAROL I”
139,44.685999622359084,24.881746263497686,JUDEŢUL ARGEŞ,COSTEŞTI,"UAT: ORAŞ COSTEŞTI, Localitate: COSTEŞTI, Artera: Strada Teleşti, Nr: 116 Etaj: Parter  Rampa: Da",ŞCOALA TELEŞTI
351,46.43217350972112,22.5400943394507,JUDEŢUL BIHOR,SĂLIŞTE DE VAŞCĂU,"UAT: CRIŞTIORU DE JOS, Localitate: SĂLIŞTE DE VAŞCĂU, Nr: 60 Etaj: Parter  Rampa: Da",ȘCOALA GIMNAZIALĂ NR. 1 SĂLIȘTE DE VAȘCĂU
34,44.357653020000036,27.794095469999984,JUDEŢUL IALOMIŢA,FETEŞTI,"UAT: MUNICIPIUL FETEŞTI, Localitate: FETEŞTI, Artera: Strada Călăraşi, Nr: 63 Etaj: Parter  Rampa: Da",Fostă Școala Gimnazială”Mihai Viteazul” - Local Buliga
69,44.785114679220484,23.01519167346757,JUDEŢUL GORJ,HORĂŞTI,"UAT: MUNICIPIUL MOTRU, Localitate: HORĂŞTI Etaj: Parter  Rampa: Da",ŞCOALA HORĂŞTI
10,46.754812599616116,23.54559303246811,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Poet Grigore Alexandrescu, Nr: 47 Etaj: Parter  Rampa: Da","Grădiniţa ”Dumbrava Minunată” (fosta 66),"
197,46.42142939090191,26.434093761393733,JUDEŢUL BACĂU,COMĂNEŞTI,"UAT: ORAŞ COMĂNEŞTI, Localitate: COMĂNEŞTI, Artera: Strada Speranţei (Strada Abatorului), Nr: 11 Etaj: Parter  Rampa: Da",Şcoala Liviu Rebreanu
136,45.65965944871569,25.58108109916066,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Lungă, Nr: Nr. 198 Etaj: Parter  Rampa: Da",COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”
249,47.31596597188408,24.181508938079467,JUDEŢUL BISTRIŢA-NĂSĂUD,SITA,"UAT: SPERMEZEU, Localitate: SITA, Nr: 105 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ SITA
77,44.16078902218533,28.612306839553636,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Aleea Pelicanului, Nr: 2 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”
199,44.01286129999999,23.050261600000024,JUDEŢUL DOLJ,GOLENŢI,"UAT: MUNICIPIUL CALAFAT, Localitate: GOLENŢI, Artera: Strada Trandafirilor, Nr: 102 Etaj: Parter  Rampa: Da",Şcoala Golenţi
302,45.94943140118667,22.770210411824507,JUDEŢUL HUNEDOARA,TÂRNĂVIŢA,"UAT: BRĂNIŞCA, Localitate: TÂRNĂVIŢA Etaj: Parter  Rampa: Da",Căminul Cultural Târnăvița
165,44.30155619262522,24.74431997102201,JUDEŢUL OLT,CRÂMPOIA,"UAT: CRÂMPOIA, Localitate: CRÂMPOIA, Artera: Strada Principală, Nr: 111 Etaj: Parter  Rampa: Da",Liceul Tehnologic Crîmpoia
611,46.255162100418126,26.690273209366225,JUDEŢUL BACĂU,TUTA,"UAT: TÂRGU TROTUŞ, Localitate: TUTA Etaj: Parter  Rampa: Da",Grădiniţa cu program normal satul Tuta
230,43.815690000000025,28.252000000000045,JUDEŢUL CONSTANŢA,MANGALIA,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 27 Etaj: Parter  Rampa: Da",Şcoala Gimnazială Gala Galaction
149,45.32865449163167,26.701184526794506,JUDEŢUL BUZĂU,PÂCLELE,"UAT: BERCA, Localitate: PÂCLELE Etaj: Parter  Rampa: Da",Cămin Cultural Pîcle
4,45.428987229792874,28.049214572846488,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Strada Roşiori, Nr: 31 Etaj: Parter  Rampa: Da",Școala Gimnazială nr. 28 (Şcoala Gimnazială ”Mihai Eminescu” - Scoala generală nr. 28)
127,45.34395860094724,23.17941071156889,JUDEŢUL HUNEDOARA,LUPENI,"UAT: MUNICIPIUL LUPENI, Localitate: LUPENI, Artera: Strada Bărbăteni Etaj: Parter  Rampa: Nu",SC Universal Edil SA
165,47.49621050000001,23.470752599999983,JUDEŢUL MARAMUREŞ,ŞOMCUTA MARE,"UAT: ORAŞ ŞOMCUTA MARE, Localitate: ŞOMCUTA MARE, Artera: Strada Ioan Buteanu, Nr: 1 Etaj: Parter  Rampa: Da",CENTRUL CULTURAL ”CHIOARUL”
67,44.14793422809363,28.6225072078081,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Arcului, Nr: 8 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 37
103,44.1809976162756,28.617711381882234,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Dezrobirii, Nr: 82 Etaj: Etaj 1  Rampa: Da",ȘCOALA GIMNAZIALA NR.23 ”CONSTANTIN BRÂNCOVEANU”
198,46.42142939090191,26.434093761393733,JUDEŢUL BACĂU,COMĂNEŞTI,"UAT: ORAŞ COMĂNEŞTI, Localitate: COMĂNEŞTI, Artera: Strada Speranţei (Strada Abatorului), Nr: 11 Etaj: Parter  Rampa: Da",Şcoala Liviu Rebreanu
60,44.55335600094253,26.086134509837937,JUDEŢUL ILFOV,OTOPENI,"UAT: ORAŞ OTOPENI, Localitate: OTOPENI, Artera: Strada 23 August, Nr: 99 Etaj: Parter  Rampa: Da",Grădiniţa cu program normal nr. 4
11,46.75695060430477,23.55115274798243,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Poet Grigore Alexandrescu, Nr: 16 Etaj: Parter  Rampa: Da",Şcoala ”Iuliu Haţieganu” (fostă nr.21)
339,45.2067483348284,24.840813472954636,JUDEŢUL ARGEŞ,DOMNEŞTI,"UAT: DOMNEŞTI, Localitate: DOMNEŞTI, Nr: 3 Etaj: Parter  Rampa: Da",Caminul Cultural ”Petre Ionescu Muscel”
254,47.02948243414919,24.6697481306296,JUDEŢUL BISTRIŢA-NĂSĂUD,ARDAN,"UAT: ŞIEU, Localitate: ARDAN, Nr: 212 Etaj: Parter  Rampa: Da",ŞCOALA GENERALĂ ARDAN
352,46.7012598907257,22.42711082946181,JUDEŢUL BIHOR,CURĂŢELE,"UAT: CURĂŢELE, Localitate: CURĂŢELE, Nr: 1 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR.1 CURĂŢELE
78,44.16078902218533,28.612306839553636,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Aleea Pelicanului, Nr: 2A Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”
146,45.66469318327963,25.57463216380456,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Agricultorilor, Nr: Nr. 3 Etaj: Etaj 1  Rampa: Nu",ŞCOALA GIMNAZIALĂ Nr. 14
200,43.78690554494268,23.950455644386587,JUDEŢUL DOLJ,BECHET,"UAT: ORAŞ BECHET, Localitate: BECHET Etaj: Parter  Rampa: Da",LICEUL TEORETIC BECHET
522,46.467049010720935,26.536371624136866,JUDEŢUL BACĂU,PODURI,"UAT: PODURI, Localitate: PODURI Etaj: Parter  Rampa: Da",Şcoala satul Poduri
326,46.251957269999984,22.750545290000012,JUDEŢUL HUNEDOARA,BULZEŞTII DE JOS,"UAT: BULZEŞTII DE SUS, Localitate: BULZEŞTII DE JOS, Nr: F.N. Etaj: Parter  Rampa: Da",Cooperativa de consum Bulzeștii de Jos
7,45.428987229792874,28.049214572846488,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Strada Roşiori, Nr: 31 Etaj: Parter  Rampa: Da",Școala Gimnazială nr. 28 (Şcoala Gimnazială ”Mihai Eminescu” - Scoala generală nr. 28)
231,43.816354001119,28.58656880769962,JUDEŢUL CONSTANŢA,MANGALIA,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 3A Etaj: Parter  Rampa: Da",Hotel Mangalia
202,44.43783388419908,24.278412374483366,JUDEŢUL OLT,DRANOVĂŢU,"UAT: GĂNEASA, Localitate: DRANOVĂŢU, Artera: Strada Principală, Nr: 176 Etaj: Parter  Rampa: Da",Școala Gimnazială Dranovățu
104,45.26596712174109,27.94862911363581,JUDEŢUL BRĂILA,BRĂILA,"UAT: MUNICIPIUL BRĂILA, Localitate: BRĂILA Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr. 9 „Anton Pann”
65,44.14793422809363,28.6225072078081,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Arcului, Nr: 8 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 37
251,44.872975587622584,23.821071183522072,JUDEŢUL VÂLCEA,GRĂDIŞTEA,"UAT: GRĂDIŞTEA, Localitate: GRĂDIŞTEA Etaj: Parter  Rampa: Da",Sala de Sport de la Liceul teoretic Grădiştea
16,44.17467352067271,28.647454714127157,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Traian, Nr: 55 Etaj: Parter  Rampa: Nu",LICEUL TEORETIC ”TRAIAN”
199,46.42331994692078,26.434126084574284,JUDEŢUL BACĂU,COMĂNEŞTI,"UAT: ORAŞ COMĂNEŞTI, Localitate: COMĂNEŞTI, Artera: Strada Ciobănuş, Nr: 2 Etaj: Parter  Rampa: Da",Primăria orașului Comănești
546,47.146832200000006,27.528827500000034,JUDEŢUL IAŞI,MIROSLAVA,"UAT: MIROSLAVA, Localitate: MIROSLAVA, Artera: Strada Constantin Langa, Nr: 50 Etaj: Parter  Rampa: Da",Grădinița cu program normal Miroslava (corp B)
81,44.16078902218533,28.612306839553636,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Aleea Pelicanului, Nr: 2A Etaj: Etaj 1  Rampa: Da",ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”
31,46.08089685317251,23.56640343488274,JUDEŢUL ALBA,ALBA IULIA,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul Republicii (Bulevardul Victoriei), Nr: 3 Etaj: Parter  Rampa: Da",Bazin Olimpic
16,46.74995225231944,23.564226664235722,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Câmpului (Strada Cîmpului), Nr: II/2 Etaj: Parter  Rampa: Da",Şcoala ”Iuliu Haţieganu” (fostă nr.21)
355,46.68385040195492,22.389242311828824,JUDEŢUL BIHOR,NIMĂIEŞTI,"UAT: CURĂŢELE, Localitate: NIMĂIEŞTI, Nr: 16/A Etaj: Parter  Rampa: Da",CĂMIN CULTURAL NIMĂIEŞTI
149,45.69942299652039,25.559623763316072,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Fagurului (Strada Fagurelui), Nr: Nr. 1 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 14
201,43.77311412608291,23.948129669859085,JUDEŢUL DOLJ,BECHET,"UAT: ORAŞ BECHET, Localitate: BECHET Etaj: Parter  Rampa: Da",SCOALA PRIMARA BECHET VALE
164,45.44797674070433,28.03474188806273,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Bulevardul George Coşbuc, Nr: 225 Etaj: Parter  Rampa: Da",Liceul Tehnologic ”Carol I” (Liceul Tehnologic Căi Ferate - Grup Școlar Industrial Transporturi CF - Liceul CFR)
84,47.09436927052828,22.8066818856973,JUDEŢUL SĂLAJ,BAN,"UAT: BĂNIŞOR, Localitate: BAN, Nr: 55 Etaj: Parter  Rampa: Nu e cazul","CAMIN CULTURAL BAN, NR. 55"
223,44.47662412048678,26.1650583113878,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 2,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 2, Artera: Strada Nicolae Apostol (Strada Apostol Nicolae), Nr: 2 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 41
10,45.42888636882582,28.04569653303379,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Strada Constantin Brâncoveanu, Nr: 2 Etaj: Parter  Rampa: Da",S.C. ”APA-CANAL” S.A.
250,44.24113999999997,28.27046000000001,JUDEŢUL CONSTANŢA,MEDGIDIA,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Scarlat Virnav, Nr: 2 Etaj: Parter  Rampa: Da",LICEUL TEORETIC ”NICOLAE BĂLCESCU”
83,45.27800249034227,27.963039541572282,JUDEŢUL BRĂILA,BRĂILA,"UAT: MUNICIPIUL BRĂILA, Localitate: BRĂILA Etaj: Parter  Rampa: Da",Liceul Tehnologic „Anghel Saligny”
327,45.693054253288864,22.67306290312737,JUDEŢUL HUNEDOARA,BUNILA,"UAT: BUNILA, Localitate: BUNILA, Nr: 7 Etaj: Parter  Rampa: Da",Căminul cultural Bunila
83,44.164806625917535,28.60230597993709,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ion Ionescu de la Brad, Nr: 6 Etaj: Parter  Rampa: Nu",GRĂDINIȚA CU PROGRAM NORMAL NR.34
80,44.44550659872311,26.200824199927418,JUDEŢUL ILFOV,PANTELIMON,"UAT: ORAŞ PANTELIMON, Localitate: PANTELIMON, Artera: Bulevardul Biruinţei, Nr: 36 Etaj: Parter  Rampa: Da",Grădiniţa nr.1 Pantelimon
